Unnamed: 0,date,time,round,day,venue,result,gf,ga,opponent,xg,xga,poss,match report,team,venue_code,opp_code,hour,day_code,target,predict,"predict without xg, xga, poss"
35,2023-04-08,15:00,Matchweek 30,Sat,Home,W,1.0,0.0,Chelsea,0.6,1.1,38.0,Match Report,Wolves,1,5,15,5,3,0,3
36,2023-04-15,15:00,Matchweek 31,Sat,Home,W,2.0,0.0,Brentford,0.8,1.1,50.0,Match Report,Wolves,1,3,15,5,3,0,3
37,2023-04-22,15:00,Matchweek 32,Sat,Away,L,1.0,2.0,Leicester City,0.9,2.4,58.0,Match Report,Wolves,0,10,15,5,0,0,0
38,2023-04-25,19:30,Matchweek 33,Tue,Home,W,2.0,0.0,Crystal Palace,1.4,0.8,41.0,Match Report,Wolves,1,6,19,1,3,3,3
39,2023-04-29,15:00,Matchweek 34,Sat,Away,L,0.0,6.0,Brighton,0.8,3.3,43.0,Match Report,Wolves,0,4,15,5,0,0,0
40,2023-05-06,15:00,Matchweek 35,Sat,Home,W,1.0,0.0,Aston Villa,0.8,1.5,38.0,Match Report,Wolves,1,1,15,5,3,0,3
20,2023-01-03,20:00,Matchweek 19,Tue,Away,L,0.0,3.0,Manchester Utd,0.6,2.2,42.0,Match Report,Bournemouth,0,13,20,1,0,0,0
22,2023-01-14,17:30,Matchweek 20,Sat,Away,L,0.0,2.0,Brentford,0.6,1.4,50.0,Match Report,Bournemouth,0,3,17,5,0,0,0
23,2023-01-21,15:00,Matchweek 21,Sat,Home,D,1.0,1.0,Nott'ham Forest,1.4,1.9,43.0,Match Report,Bournemouth,1,15,15,5,1,0,3
24,2023-02-04,15:00,Matchweek 22,Sat,Away,L,0.0,1.0,Brighton,1.1,2.2,29.0,Match Report,Bournemouth,0,4,15,5,0,0,0
25,2023-02-11,17:30,Matchweek 23,Sat,Home,D,1.0,1.0,Newcastle Utd,1.5,1.3,34.0,Match Report,Bournemouth,1,14,17,5,1,3,0
26,2023-02-18,15:00,Matchweek 24,Sat,Away,W,1.0,0.0,Wolves,1.1,1.3,32.0,Match Report,Bournemouth,0,19,15,5,3,3,3
27,2023-02-25,17:30,Matchweek 25,Sat,Home,L,1.0,4.0,Manchester City,1.0,2.4,35.0,Match Report,Bournemouth,1,12,17,5,0,0,0
28,2023-03-04,15:00,Matchweek 26,Sat,Away,L,2.0,3.0,Arsenal,1.3,2.1,21.0,Match Report,Bournemouth,0,0,15,5,0,0,0
29,2023-03-11,12:30,Matchweek 27,Sat,Home,W,1.0,0.0,Liverpool,0.9,1.7,31.0,Match Report,Bournemouth,1,11,12,5,3,0,0
30,2023-03-18,15:00,Matchweek 28,Sat,Away,L,0.0,3.0,Aston Villa,1.3,3.5,44.0,Match Report,Bournemouth,0,1,15,5,0,0,0
31,2023-04-01,15:00,Matchweek 29,Sat,Home,W,2.0,1.0,Fulham,2.6,0.8,43.0,Match Report,Bournemouth,1,8,15,5,3,3,3
32,2023-04-04,19:45,Matchweek 7,Tue,Home,L,0.0,2.0,Brighton,1.7,2.7,37.0,Match Report,Bournemouth,1,4,19,1,0,0,3
33,2023-04-08,15:00,Matchweek 30,Sat,Away,W,1.0,0.0,Leicester City,2.0,0.7,49.0,Match Report,Bournemouth,0,10,15,5,3,3,0
34,2023-04-15,15:00,Matchweek 31,Sat,Away,W,3.0,2.0,Tottenham,1.3,2.2,42.0,Match Report,Bournemouth,0,17,15,5,3,0,0
35,2023-04-23,14:00,Matchweek 32,Sun,Home,L,0.0,4.0,West Ham,1.5,2.4,64.0,Match Report,Bournemouth,1,18,14,6,0,0,3
36,2023-04-27,19:45,Matchweek 33,Thu,Away,W,1.0,0.0,Southampton,0.9,0.5,43.0,Match Report,Bournemouth,0,16,19,3,3,3,0
37,2023-04-30,14:00,Matchweek 34,Sun,Home,W,4.0,1.0,Leeds United,1.9,1.6,42.0,Match Report,Bournemouth,1,9,14,6,3,3,3
38,2023-05-06,15:00,Matchweek 35,Sat,Home,L,1.0,3.0,Chelsea,1.2,1.3,35.0,Match Report,Bournemouth,1,5,15,5,0,3,3
26,2023-01-04,19:45,Matchweek 19,Wed,Away,D,2.0,2.0,Leeds United,1.4,1.6,38.0,Match Report,West Ham,0,9,19,2,1,0,0
28,2023-01-14,15:00,Matchweek 20,Sat,Away,L,0.0,1.0,Wolves,1.1,0.9,42.0,Match Report,West Ham,0,19,15,5,0,3,3
29,2023-01-21,15:00,Matchweek 21,Sat,Home,W,2.0,0.0,Everton,2.2,0.5,33.0,Match Report,West Ham,1,7,15,5,3,3,3
31,2023-02-04,17:30,Matchweek 22,Sat,Away,D,1.0,1.0,Newcastle Utd,1.0,1.0,38.0,Match Report,West Ham,0,14,17,5,1,0,0
32,2023-02-11,12:30,Matchweek 23,Sat,Home,D,1.0,1.0,Chelsea,1.3,1.1,29.0,Match Report,West Ham,1,5,12,5,1,0,0
33,2023-02-19,16:30,Matchweek 24,Sun,Away,L,0.0,2.0,Tottenham,0.5,1.5,43.0,Match Report,West Ham,0,17,16,6,0,0,3
34,2023-02-25,15:00,Matchweek 25,Sat,Home,W,4.0,0.0,Nott'ham Forest,2.7,0.4,49.0,Match Report,West Ham,1,15,15,5,3,3,3
36,2023-03-04,15:00,Matchweek 26,Sat,Away,L,0.0,4.0,Brighton,0.3,3.5,35.0,Match Report,West Ham,0,4,15,5,0,0,0
38,2023-03-12,14:00,Matchweek 27,Sun,Home,D,1.0,1.0,Aston Villa,2.1,1.5,41.0,Match Report,West Ham,1,1,14,6,1,3,0
40,2023-04-02,14:00,Matchweek 29,Sun,Home,W,1.0,0.0,Southampton,1.4,0.3,43.0,Match Report,West Ham,1,16,14,6,3,3,3
41,2023-04-05,20:00,Matchweek 7,Wed,Home,L,1.0,5.0,Newcastle Utd,1.0,3.3,42.0,Match Report,West Ham,1,14,20,2,0,0,3
42,2023-04-08,15:00,Matchweek 30,Sat,Away,W,1.0,0.0,Fulham,1.1,0.7,24.0,Match Report,West Ham,0,8,15,5,3,3,0
44,2023-04-16,14:00,Matchweek 31,Sun,Home,D,2.0,2.0,Arsenal,1.8,2.7,30.0,Match Report,West Ham,1,0,14,6,1,0,0
46,2023-04-23,14:00,Matchweek 32,Sun,Away,W,4.0,0.0,Bournemouth,2.4,1.5,36.0,Match Report,West Ham,0,2,14,6,3,3,0
47,2023-04-26,19:45,Matchweek 33,Wed,Home,L,1.0,2.0,Liverpool,0.8,1.9,28.0,Match Report,West Ham,1,11,19,2,0,0,3
48,2023-04-29,12:30,Matchweek 34,Sat,Away,L,3.0,4.0,Crystal Palace,1.7,2.1,41.0,Match Report,West Ham,0,6,12,5,0,0,3
49,2023-05-03,20:00,Matchweek 28,Wed,Away,L,0.0,3.0,Manchester City,0.4,2.3,31.0,Match Report,West Ham,0,12,20,2,0,0,0
50,2023-05-07,19:00,Matchweek 35,Sun,Home,W,1.0,0.0,Manchester Utd,1.3,1.2,35.0,Match Report,West Ham,1,13,19,6,3,3,0
20,2023-01-04,19:30,Matchweek 19,Wed,Away,W,1.0,0.0,Southampton,1.4,0.5,37.0,Match Report,Nott'ham Forest,0,16,19,2,3,3,0
23,2023-01-14,15:00,Matchweek 20,Sat,Home,W,2.0,0.0,Leicester City,2.4,1.0,39.0,Match Report,Nott'ham Forest,1,10,15,5,3,3,3
24,2023-01-21,15:00,Matchweek 21,Sat,Away,D,1.0,1.0,Bournemouth,1.9,1.4,57.0,Match Report,Nott'ham Forest,0,2,15,5,1,3,0
27,2023-02-05,14:00,Matchweek 22,Sun,Home,W,1.0,0.0,Leeds United,0.4,0.9,30.0,Match Report,Nott'ham Forest,1,9,14,6,3,0,3
28,2023-02-11,15:00,Matchweek 23,Sat,Away,L,0.0,2.0,Fulham,0.7,1.5,50.0,Match Report,Nott'ham Forest,0,8,15,5,0,0,0
29,2023-02-18,15:00,Matchweek 24,Sat,Home,D,1.0,1.0,Manchester City,0.9,2.4,27.0,Match Report,Nott'ham Forest,1,12,15,5,1,0,3
30,2023-02-25,15:00,Matchweek 25,Sat,Away,L,0.0,4.0,West Ham,0.4,2.7,51.0,Match Report,Nott'ham Forest,0,18,15,5,0,0,3
31,2023-03-05,14:00,Matchweek 26,Sun,Home,D,2.0,2.0,Everton,0.8,1.7,57.0,Match Report,Nott'ham Forest,1,7,14,6,1,0,0
32,2023-03-11,15:00,Matchweek 27,Sat,Away,L,1.0,3.0,Tottenham,1.5,2.0,45.0,Match Report,Nott'ham Forest,0,17,15,5,0,0,0
33,2023-03-17,20:00,Matchweek 28,Fri,Home,L,1.0,2.0,Newcastle Utd,0.4,2.4,39.0,Match Report,Nott'ham Forest,1,14,20,4,0,0,3
34,2023-04-01,15:00,Matchweek 29,Sat,Home,D,1.0,1.0,Wolves,1.3,0.5,29.0,Match Report,Nott'ham Forest,1,19,15,5,1,3,3
35,2023-04-04,19:45,Matchweek 7,Tue,Away,L,1.0,2.0,Leeds United,0.8,1.8,39.0,Match Report,Nott'ham Forest,0,9,19,1,0,0,0
36,2023-04-08,15:00,Matchweek 30,Sat,Away,L,0.0,2.0,Aston Villa,0.2,1.3,37.0,Match Report,Nott'ham Forest,0,1,15,5,0,0,0
37,2023-04-16,16:30,Matchweek 31,Sun,Home,L,0.0,2.0,Manchester Utd,0.7,3.5,32.0,Match Report,Nott'ham Forest,1,13,16,6,0,0,0
38,2023-04-22,15:00,Matchweek 32,Sat,Away,L,2.0,3.0,Liverpool,0.9,2.8,20.0,Match Report,Nott'ham Forest,0,11,15,5,0,0,0
39,2023-04-26,19:30,Matchweek 33,Wed,Home,W,3.0,1.0,Brighton,2.4,2.3,26.0,Match Report,Nott'ham Forest,1,4,19,2,3,3,3
40,2023-04-29,15:00,Matchweek 34,Sat,Away,L,1.0,2.0,Brentford,0.7,1.6,32.0,Match Report,Nott'ham Forest,0,3,15,5,0,0,0
41,2023-05-08,20:00,Matchweek 35,Mon,Home,W,4.0,3.0,Southampton,1.8,3.1,36.0,Match Report,Nott'ham Forest,1,16,20,0,3,0,3
19,2023-01-03,19:45,Matchweek 19,Tue,Home,L,1.0,4.0,Brighton,1.3,2.2,49.0,Match Report,Everton,1,4,19,1,0,0,3
21,2023-01-14,15:00,Matchweek 20,Sat,Home,L,1.0,2.0,Southampton,1.4,1.2,52.0,Match Report,Everton,1,16,15,5,0,3,3
22,2023-01-21,15:00,Matchweek 21,Sat,Away,L,0.0,2.0,West Ham,0.5,2.2,67.0,Match Report,Everton,0,18,15,5,0,0,3
23,2023-02-04,12:30,Matchweek 22,Sat,Home,W,1.0,0.0,Arsenal,1.7,0.9,30.0,Match Report,Everton,1,0,12,5,3,0,0
24,2023-02-13,20:00,Matchweek 23,Mon,Away,L,0.0,2.0,Liverpool,0.4,2.3,41.0,Match Report,Everton,0,11,20,0,0,0,0
25,2023-02-18,15:00,Matchweek 24,Sat,Home,W,1.0,0.0,Leeds United,1.4,0.5,51.0,Match Report,Everton,1,9,15,5,3,3,3
26,2023-02-25,15:00,Matchweek 25,Sat,Home,L,0.0,2.0,Aston Villa,1.6,1.9,47.0,Match Report,Everton,1,1,15,5,0,0,3
27,2023-03-01,19:45,Matchweek 7,Wed,Away,L,0.0,4.0,Arsenal,1.2,2.6,27.0,Match Report,Everton,0,0,19,2,0,0,0
28,2023-03-05,14:00,Matchweek 26,Sun,Away,D,2.0,2.0,Nott'ham Forest,1.7,0.8,43.0,Match Report,Everton,0,15,14,6,1,3,3
29,2023-03-11,15:00,Matchweek 27,Sat,Home,W,1.0,0.0,Brentford,1.0,2.0,33.0,Match Report,Everton,1,3,15,5,3,0,3
30,2023-03-18,17:30,Matchweek 28,Sat,Away,D,2.0,2.0,Chelsea,1.2,2.3,32.0,Match Report,Everton,0,5,17,5,1,0,0
31,2023-04-03,20:00,Matchweek 29,Mon,Home,D,1.0,1.0,Tottenham,0.9,1.4,39.0,Match Report,Everton,1,17,20,0,1,3,3
32,2023-04-08,12:30,Matchweek 30,Sat,Away,L,0.0,2.0,Manchester Utd,1.0,3.4,37.0,Match Report,Everton,0,13,12,5,0,0,0
33,2023-04-15,15:00,Matchweek 31,Sat,Home,L,1.0,3.0,Fulham,1.4,1.8,46.0,Match Report,Everton,1,8,15,5,0,0,3
34,2023-04-22,15:00,Matchweek 32,Sat,Away,D,0.0,0.0,Crystal Palace,0.4,0.5,44.0,Match Report,Everton,0,6,15,5,1,3,0
35,2023-04-27,19:45,Matchweek 33,Thu,Home,L,1.0,4.0,Newcastle Utd,0.9,2.4,40.0,Match Report,Everton,1,14,19,3,0,0,0
36,2023-05-01,20:00,Matchweek 34,Mon,Away,D,2.0,2.0,Leicester City,3.1,3.4,46.0,Match Report,Everton,0,10,20,0,1,3,0
37,2023-05-08,17:30,Matchweek 35,Mon,Away,W,5.0,1.0,Brighton,2.3,3.2,22.0,Match Report,Everton,0,4,17,0,3,3,3
20,2023-01-03,19:45,Matchweek 19,Tue,Home,L,0.0,1.0,Fulham,1.7,1.7,61.0,Match Report,Leicester City,1,8,19,1,0,0,3
23,2023-01-14,15:00,Matchweek 20,Sat,Away,L,0.0,2.0,Nott'ham Forest,1.0,2.4,61.0,Match Report,Leicester City,0,15,15,5,0,0,0
24,2023-01-21,15:00,Matchweek 21,Sat,Home,D,2.0,2.0,Brighton,0.9,1.7,37.0,Match Report,Leicester City,1,4,15,5,1,0,3
26,2023-02-04,15:00,Matchweek 22,Sat,Away,W,4.0,2.0,Aston Villa,2.6,1.7,38.0,Match Report,Leicester City,0,1,15,5,3,3,0
27,2023-02-11,15:00,Matchweek 23,Sat,Home,W,4.0,1.0,Tottenham,1.7,1.3,49.0,Match Report,Leicester City,1,17,15,5,3,3,3
28,2023-02-19,14:00,Matchweek 24,Sun,Away,L,0.0,3.0,Manchester Utd,1.6,4.4,43.0,Match Report,Leicester City,0,13,14,6,0,0,0
29,2023-02-25,15:00,Matchweek 25,Sat,Home,L,0.0,1.0,Arsenal,0.0,0.7,35.0,Match Report,Leicester City,1,0,15,5,0,0,0
31,2023-03-04,17:30,Matchweek 26,Sat,Away,L,0.0,1.0,Southampton,1.9,1.4,65.0,Match Report,Leicester City,0,16,17,5,0,3,0
32,2023-03-11,15:00,Matchweek 27,Sat,Home,L,1.0,3.0,Chelsea,2.4,1.6,48.0,Match Report,Leicester City,1,5,15,5,0,3,3
33,2023-03-18,15:00,Matchweek 28,Sat,Away,D,1.0,1.0,Brentford,1.3,0.6,47.0,Match Report,Leicester City,0,3,15,5,1,3,0
34,2023-04-01,15:00,Matchweek 29,Sat,Away,L,1.0,2.0,Crystal Palace,0.2,2.3,48.0,Match Report,Leicester City,0,6,15,5,0,0,0
35,2023-04-04,19:45,Matchweek 7,Tue,Home,L,1.0,2.0,Aston Villa,0.5,1.0,36.0,Match Report,Leicester City,1,1,19,1,0,0,3
36,2023-04-08,15:00,Matchweek 30,Sat,Home,L,0.0,1.0,Bournemouth,0.7,2.0,51.0,Match Report,Leicester City,1,2,15,5,0,0,3
37,2023-04-15,17:30,Matchweek 31,Sat,Away,L,1.0,3.0,Manchester City,2.3,1.6,30.0,Match Report,Leicester City,0,12,17,5,0,3,0
38,2023-04-22,15:00,Matchweek 32,Sat,Home,W,2.0,1.0,Wolves,2.4,0.9,42.0,Match Report,Leicester City,1,19,15,5,3,3,3
39,2023-04-25,20:00,Matchweek 33,Tue,Away,D,1.0,1.0,Leeds United,2.1,1.5,59.0,Match Report,Leicester City,0,9,20,1,1,3,0
40,2023-05-01,20:00,Matchweek 34,Mon,Home,D,2.0,2.0,Everton,3.4,3.1,54.0,Match Report,Leicester City,1,7,20,0,1,3,3
41,2023-05-08,15:00,Matchweek 35,Mon,Away,L,3.0,5.0,Fulham,2.8,1.6,43.0,Match Report,Leicester City,0,8,15,0,0,3,3
18,2023-01-04,19:45,Matchweek 19,Wed,Home,D,2.0,2.0,West Ham,1.6,1.4,62.0,Match Report,Leeds United,1,18,19,2,1,3,3
20,2023-01-13,20:00,Matchweek 20,Fri,Away,L,1.0,2.0,Aston Villa,2.4,1.2,48.0,Match Report,Leeds United,0,1,20,4,0,3,0
22,2023-01-22,14:00,Matchweek 21,Sun,Home,D,0.0,0.0,Brentford,0.5,0.4,58.0,Match Report,Leeds United,1,3,14,6,1,0,0
24,2023-02-05,14:00,Matchweek 22,Sun,Away,L,0.0,1.0,Nott'ham Forest,0.9,0.4,70.0,Match Report,Leeds United,0,15,14,6,0,3,3
25,2023-02-08,20:00,Matchweek 8,Wed,Away,D,2.0,2.0,Manchester Utd,0.6,2.0,34.0,Match Report,Leeds United,0,13,20,2,1,0,0
26,2023-02-12,14:00,Matchweek 23,Sun,Home,L,0.0,2.0,Manchester Utd,1.8,1.1,34.0,Match Report,Leeds United,1,13,14,6,0,3,0
27,2023-02-18,15:00,Matchweek 24,Sat,Away,L,0.0,1.0,Everton,0.5,1.4,49.0,Match Report,Leeds United,0,7,15,5,0,0,0
28,2023-02-25,15:00,Matchweek 25,Sat,Home,W,1.0,0.0,Southampton,0.9,0.4,61.0,Match Report,Leeds United,1,16,15,5,3,3,3
30,2023-03-04,15:00,Matchweek 26,Sat,Away,L,0.0,1.0,Chelsea,1.0,1.5,43.0,Match Report,Leeds United,0,5,15,5,0,0,0
31,2023-03-11,15:00,Matchweek 27,Sat,Home,D,2.0,2.0,Brighton,0.9,2.7,38.0,Match Report,Leeds United,1,4,15,5,1,0,3
32,2023-03-18,15:00,Matchweek 28,Sat,Away,W,4.0,2.0,Wolves,1.6,2.7,35.0,Match Report,Leeds United,0,19,15,5,3,0,3
33,2023-04-01,15:00,Matchweek 29,Sat,Away,L,1.0,4.0,Arsenal,0.7,3.8,34.0,Match Report,Leeds United,0,0,15,5,0,0,0
34,2023-04-04,19:45,Matchweek 7,Tue,Home,W,2.0,1.0,Nott'ham Forest,1.8,0.8,61.0,Match Report,Leeds United,1,15,19,1,3,3,3
35,2023-04-09,14:00,Matchweek 30,Sun,Home,L,1.0,5.0,Crystal Palace,0.9,3.0,48.0,Match Report,Leeds United,1,6,14,6,0,0,0
36,2023-04-17,20:00,Matchweek 31,Mon,Home,L,1.0,6.0,Liverpool,1.4,2.7,27.0,Match Report,Leeds United,1,11,20,0,0,0,0
37,2023-04-22,12:30,Matchweek 32,Sat,Away,L,1.0,2.0,Fulham,0.8,1.7,50.0,Match Report,Leeds United,0,8,12,5,0,0,3
38,2023-04-25,20:00,Matchweek 33,Tue,Home,D,1.0,1.0,Leicester City,1.5,2.1,41.0,Match Report,Leeds United,1,10,20,1,1,0,3
39,2023-04-30,14:00,Matchweek 34,Sun,Away,L,1.0,4.0,Bournemouth,1.6,1.9,58.0,Match Report,Leeds United,0,2,14,6,0,0,0
40,2023-05-06,15:00,Matchweek 35,Sat,Away,L,1.0,2.0,Manchester City,0.2,2.6,20.0,Match Report,Leeds United,0,12,15,5,0,0,0
20,2023-01-04,19:30,Matchweek 19,Wed,Home,L,0.0,1.0,Nott'ham Forest,0.5,1.4,63.0,Match Report,Southampton,1,15,19,2,0,0,3
23,2023-01-14,15:00,Matchweek 20,Sat,Away,W,2.0,1.0,Everton,1.2,1.4,48.0,Match Report,Southampton,0,7,15,5,3,0,0
24,2023-01-21,15:00,Matchweek 21,Sat,Home,L,0.0,1.0,Aston Villa,0.6,1.4,37.0,Match Report,Southampton,1,1,15,5,0,0,3
28,2023-02-04,15:00,Matchweek 22,Sat,Away,L,0.0,3.0,Brentford,0.7,2.2,51.0,Match Report,Southampton,0,3,15,5,0,0,0
29,2023-02-11,15:00,Matchweek 23,Sat,Home,L,1.0,2.0,Wolves,1.1,0.8,41.0,Match Report,Southampton,1,19,15,5,0,3,3
30,2023-02-18,15:00,Matchweek 24,Sat,Away,W,1.0,0.0,Chelsea,0.6,1.6,38.0,Match Report,Southampton,0,5,15,5,3,0,0
31,2023-02-25,15:00,Matchweek 25,Sat,Away,L,0.0,1.0,Leeds United,0.4,0.9,39.0,Match Report,Southampton,0,9,15,5,0,0,0
33,2023-03-04,17:30,Matchweek 26,Sat,Home,W,1.0,0.0,Leicester City,1.4,1.9,35.0,Match Report,Southampton,1,10,17,5,3,0,3
34,2023-03-12,14:00,Matchweek 27,Sun,Away,D,0.0,0.0,Manchester Utd,1.0,0.8,53.0,Match Report,Southampton,0,13,14,6,1,0,0
35,2023-03-15,19:30,Matchweek 7,Wed,Home,L,0.0,2.0,Brentford,0.5,1.9,66.0,Match Report,Southampton,1,3,19,2,0,0,3
36,2023-03-18,15:00,Matchweek 28,Sat,Home,D,3.0,3.0,Tottenham,2.4,2.3,51.0,Match Report,Southampton,1,17,15,5,1,3,3
37,2023-04-02,14:00,Matchweek 29,Sun,Away,L,0.0,1.0,West Ham,0.3,1.4,57.0,Match Report,Southampton,0,18,14,6,0,0,3
38,2023-04-08,17:30,Matchweek 30,Sat,Home,L,1.0,4.0,Manchester City,0.4,2.9,27.0,Match Report,Southampton,1,12,17,5,0,0,0
39,2023-04-15,15:00,Matchweek 31,Sat,Home,L,0.0,2.0,Crystal Palace,0.8,0.9,58.0,Match Report,Southampton,1,6,15,5,0,1,3
40,2023-04-21,20:00,Matchweek 32,Fri,Away,D,3.0,3.0,Arsenal,1.3,2.5,26.0,Match Report,Southampton,0,0,20,4,1,0,0
41,2023-04-27,19:45,Matchweek 33,Thu,Home,L,0.0,1.0,Bournemouth,0.5,0.9,57.0,Match Report,Southampton,1,2,19,3,0,0,3
42,2023-04-30,14:00,Matchweek 34,Sun,Away,L,1.0,3.0,Newcastle Utd,0.8,4.3,37.0,Match Report,Southampton,0,14,14,6,0,0,0
43,2023-05-08,20:00,Matchweek 35,Mon,Away,L,3.0,4.0,Nott'ham Forest,3.1,1.8,64.0,Match Report,Southampton,0,15,20,0,0,3,0
